types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/ontology/Work,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/WikicatSoapOperas,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/Broadcast106619428,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/Genre105845332,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/Serial106621447,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/SoapOpera106622020,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
http://dbpedia.org/class/yago/WikicatTelevisionGenres,http://dbpedia.org/resource/Telenovela,novela,6663,44,0.999908773196548,9.123512654748435e-05,0,8,== Music career == | === Solo projects ===
