types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Two-legged_tie,two-legged,2650,99,1.0,0.0,11,7,== Club career == | === Chelsea ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Two-legged_tie,two-legged,2650,99,1.0,0.0,11,7,== Club career == | === Chelsea ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Two-legged_tie,two-legged,2650,99,1.0,0.0,11,7,== Club career == | === Chelsea ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Two-legged_tie,two-legged,2650,99,1.0,0.0,11,7,== Club career == | === Chelsea ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Two-legged_tie,two-legged,2650,99,1.0,0.0,11,7,== Club career == | === Chelsea ===
http://dbpedia.org/class/yago/System104377057,http://dbpedia.org/resource/Two-legged_tie,two-legged,2650,99,1.0,0.0,11,7,== Club career == | === Chelsea ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Two-legged_tie,two-legged,2650,99,1.0,0.0,11,7,== Club career == | === Chelsea ===
http://dbpedia.org/class/yago/WikicatTournamentSystems,http://dbpedia.org/resource/Two-legged_tie,two-legged,2650,99,1.0,0.0,11,7,== Club career == | === Chelsea ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Brighton_&_Hove_Albion_F.C.–Crystal_Palace_F.C._rivalry,M23 derby,24,267,0.9999999785453044,0.0,8,18,== Managerial career == | === Crystal Palace ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Brighton_&_Hove_Albion_F.C.–Crystal_Palace_F.C._rivalry,M23 derby,24,267,0.9999999785453044,0.0,8,18,== Managerial career == | === Crystal Palace ===
http://dbpedia.org/ontology/Tournament,http://dbpedia.org/resource/Copa_de_la_Liga,Copa de la Liga,198,21,0.9971224777104624,0.002885826304099,5,25,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/WikicatDefunctFootballCompetitionsInSpain,http://dbpedia.org/resource/Copa_de_la_Liga,Copa de la Liga,198,21,0.9971224777104624,0.002885826304099,5,25,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/WikicatDefunctFootballCupCompetitionsInSpain,http://dbpedia.org/resource/Copa_de_la_Liga,Copa de la Liga,198,21,0.9971224777104624,0.002885826304099,5,25,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Copa_de_la_Liga,Copa de la Liga,198,21,0.9971224777104624,0.002885826304099,5,25,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Copa_de_la_Liga,Copa de la Liga,198,21,0.9971224777104624,0.002885826304099,5,25,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/Copa_de_la_Liga,Copa de la Liga,198,21,0.9971224777104624,0.002885826304099,5,25,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Copa_de_la_Liga,Copa de la Liga,198,21,0.9971224777104624,0.002885826304099,5,25,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Copa_de_la_Liga,Copa de la Liga,198,21,0.9971224777104624,0.002885826304099,5,25,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Copa_de_la_Liga,Copa de la Liga,198,21,0.9971224777104624,0.002885826304099,5,25,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/WikicatAmericanFootballFormations,http://dbpedia.org/resource/5–2_defense,5-2,16,220,0.9999999999995453,0.0,17,32,== Managerial career == | === England ===
http://dbpedia.org/ontology/ArchitecturalStructure,http://dbpedia.org/resource/5–2_defense,5-2,16,220,0.9999999999995453,0.0,17,32,== Managerial career == | === England ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/5–2_defense,5-2,16,220,0.9999999999995453,0.0,17,32,== Managerial career == | === England ===
http://dbpedia.org/class/yago/Arrangement107938773,http://dbpedia.org/resource/5–2_defense,5-2,16,220,0.9999999999995453,0.0,17,32,== Managerial career == | === England ===
http://dbpedia.org/class/yago/Formation108426461,http://dbpedia.org/resource/5–2_defense,5-2,16,220,0.9999999999995453,0.0,17,32,== Managerial career == | === England ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/5–2_defense,5-2,16,220,0.9999999999995453,0.0,17,32,== Managerial career == | === England ===
http://dbpedia.org/class/yago/WikicatInternationalAssociationFootballCompetitionsInEurope,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/WikicatInternationalClubAssociationFootballCompetitionsInEurope,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/ontology/SoccerTournament,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/WikicatDefunctAssociationFootballCompetitions,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/WikicatDefunctInternationalClubAssociationFootballCompetitions,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/WikicatDefunctUEFAClubCompetitions,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/WikicatRecurringEventsDisestablishedIn2008,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/UEFA_Intertoto_Cup,InterToto Cup,2216,54,1.0,0.0,4,36,== Managerial career == | === Return to Crystal Palace ===
